sequential,4.46679e-07,4.55447e-07,4.64653e-07,4.76669e-07,4.87073e-07,5.00554e-07,5.02592e-07,5.10583e-07,5.20834e-07,5.31869e-07,5.44136e-07,5.46795e-07,5.51588e-07,5.61586e-07,5.75623e-07,5.82446e-07,5.80404e-07,5.89692e-07,5.99412e-07,5.99656e-07,6.11604e-07,6.10907e-07,6.16975e-07,6.16111e-07,6.19399e-07,6.31489e-07,6.36246e-07,6.37448e-07,6.40767e-07,6.46184e-07,6.53499e-07,6.5231e-07,6.58429e-07,6.62807e-07,6.69336e-07,6.72555e-07,6.78205e-07,6.82809e-07,7.12562e-07,6.97591e-07,7.15461e-07,7.18346e-07,7.14761e-07,7.23444e-07,7.29993e-07,7.28214e-07,7.29664e-07,7.32977e-07,7.39959e-07,7.44145e-07,7.4659e-07,7.55505e-07,7.57499e-07,7.60837e-07,7.70812e-07,7.81537e-07,7.78026e-07,7.85908e-07,7.91963e-07,7.95836e-07,8.00852e-07,8.11208e-07,8.32747e-07,8.40931e-07,8.51952e-07,8.59253e-07,8.65744e-07,8.79736e-07,8.76896e-07,8.80878e-07,8.80849e-07,8.84368e-07,8.93635e-07,8.85672e-07,8.95878e-07,8.95548e-07,9.33685e-07,9.21359e-07,9.17248e-07,9.30581e-07,9.33548e-07,9.4826e-07,9.42898e-07,9.40276e-07,9.6416e-07,9.63285e-07,9.53233e-07,9.98048e-07,9.84311e-07,9.95393e-07,1.00675e-06,1.03576e-06,1.03255e-06,1.04137e-06,1.05193e-06,1.06892e-06,1.07295e-06,1.07388e-06,1.073e-06,1.08423e-06,
sequential,4.46679e-07,4.55447e-07,4.64653e-07,4.76669e-07,4.87073e-07,5.00554e-07,5.02592e-07,5.10583e-07,5.20834e-07,5.31869e-07,5.44136e-07,5.46795e-07,5.51588e-07,5.61586e-07,5.75623e-07,5.82446e-07,5.80404e-07,5.89692e-07,5.99412e-07,5.99656e-07,6.11604e-07,6.10907e-07,6.16975e-07,6.16111e-07,6.19399e-07,6.31489e-07,6.36246e-07,6.37448e-07,6.40767e-07,6.46184e-07,6.53499e-07,6.5231e-07,6.58429e-07,6.62807e-07,6.69336e-07,6.72555e-07,6.78205e-07,6.82809e-07,7.12562e-07,6.97591e-07,7.15461e-07,7.18346e-07,7.14761e-07,7.23444e-07,7.29993e-07,7.28214e-07,7.29664e-07,7.32977e-07,7.39959e-07,7.44145e-07,7.4659e-07,7.55505e-07,7.57499e-07,7.60837e-07,7.70812e-07,7.81537e-07,7.78026e-07,7.85908e-07,7.91963e-07,7.95836e-07,8.00852e-07,8.11208e-07,8.32747e-07,8.40931e-07,8.51952e-07,8.59253e-07,8.65744e-07,8.79736e-07,8.76896e-07,8.80878e-07,8.80849e-07,8.84368e-07,8.93635e-07,8.85672e-07,8.95878e-07,8.95548e-07,9.33685e-07,9.21359e-07,9.17248e-07,9.30581e-07,9.33548e-07,9.4826e-07,9.42898e-07,9.40276e-07,9.6416e-07,9.63285e-07,9.53233e-07,9.98048e-07,9.84311e-07,9.95393e-07,1.00675e-06,1.03576e-06,1.03255e-06,1.04137e-06,1.05193e-06,1.06892e-06,1.07295e-06,1.07388e-06,1.073e-06,1.08423e-06,
threads1,4.46679e-07,4.55447e-07,4.64653e-07,4.76669e-07,4.87073e-07,5.00554e-07,5.02592e-07,5.10583e-07,5.20834e-07,5.31869e-07,5.44136e-07,5.46795e-07,5.51588e-07,5.61586e-07,5.75623e-07,5.82446e-07,5.80404e-07,5.89692e-07,5.99412e-07,5.99656e-07,6.11604e-07,6.10907e-07,6.16975e-07,6.16111e-07,6.19399e-07,6.31489e-07,6.36246e-07,6.37448e-07,6.40767e-07,6.46184e-07,6.53499e-07,6.5231e-07,6.58429e-07,6.62807e-07,6.69336e-07,6.72555e-07,6.78205e-07,6.82809e-07,7.12562e-07,6.97591e-07,7.15461e-07,7.18346e-07,7.14761e-07,7.23444e-07,7.29993e-07,7.28214e-07,7.29664e-07,7.32977e-07,7.39959e-07,7.44145e-07,7.4659e-07,7.55505e-07,7.57499e-07,7.60837e-07,7.70812e-07,7.81537e-07,7.78026e-07,7.85908e-07,7.91963e-07,7.95836e-07,8.00852e-07,8.11208e-07,8.32747e-07,8.40931e-07,8.51952e-07,8.59253e-07,8.65744e-07,8.79736e-07,8.76896e-07,8.80878e-07,8.80849e-07,8.84368e-07,8.93635e-07,8.85672e-07,8.95878e-07,8.95548e-07,9.33685e-07,9.21359e-07,9.17248e-07,9.30581e-07,9.33548e-07,9.4826e-07,9.42898e-07,9.40276e-07,9.6416e-07,9.63285e-07,9.53233e-07,9.98048e-07,9.84311e-07,9.95393e-07,1.00675e-06,1.03576e-06,1.03255e-06,1.04137e-06,1.05193e-06,1.06892e-06,1.07295e-06,1.07388e-06,1.073e-06,1.08423e-06,
fastflow1,4.46679e-07,4.55447e-07,4.64653e-07,4.76669e-07,4.87073e-07,5.00554e-07,5.02592e-07,5.10583e-07,5.20834e-07,5.31869e-07,5.44136e-07,5.46795e-07,5.51588e-07,5.61586e-07,5.75623e-07,5.82446e-07,5.80404e-07,5.89692e-07,5.99412e-07,5.99656e-07,6.11604e-07,6.10907e-07,6.16975e-07,6.16111e-07,6.19399e-07,6.31489e-07,6.36246e-07,6.37448e-07,6.40767e-07,6.46184e-07,6.53499e-07,6.5231e-07,6.58429e-07,6.62807e-07,6.69336e-07,6.72555e-07,6.78205e-07,6.82809e-07,7.12562e-07,6.97591e-07,7.15461e-07,7.18346e-07,7.14761e-07,7.23444e-07,7.29993e-07,7.28214e-07,7.29664e-07,7.32977e-07,7.39959e-07,7.44145e-07,7.4659e-07,7.55505e-07,7.57499e-07,7.60837e-07,7.70812e-07,7.81537e-07,7.78026e-07,7.85908e-07,7.91963e-07,7.95836e-07,8.00852e-07,8.11208e-07,8.32747e-07,8.40931e-07,8.51952e-07,8.59253e-07,8.65744e-07,8.79736e-07,8.76896e-07,8.80878e-07,8.80849e-07,8.84368e-07,8.93635e-07,8.85672e-07,8.95878e-07,8.95548e-07,9.33685e-07,9.21359e-07,9.17248e-07,9.30581e-07,9.33548e-07,9.4826e-07,9.42898e-07,9.40276e-07,9.6416e-07,9.63285e-07,9.53233e-07,9.98048e-07,9.84311e-07,9.95393e-07,1.00675e-06,1.03576e-06,1.03255e-06,1.04137e-06,1.05193e-06,1.06892e-06,1.07295e-06,1.07388e-06,1.073e-06,1.08423e-06,
threads2,4.44002e-07,4.58283e-07,4.82133e-07,4.8604e-07,4.93369e-07,4.98438e-07,5.12125e-07,5.16877e-07,5.34916e-07,5.4016e-07,5.48952e-07,5.56084e-07,5.66401e-07,5.72666e-07,5.91e-07,5.95424e-07,6.02655e-07,6.10509e-07,6.2405e-07,6.22012e-07,6.38551e-07,6.40845e-07,6.47714e-07,6.54012e-07,6.66977e-07,6.81414e-07,6.783e-07,6.8143e-07,6.92732e-07,6.96524e-07,7.07701e-07,7.11878e-07,7.22641e-07,7.31111e-07,7.47852e-07,7.55417e-07,7.71235e-07,7.92153e-07,7.93654e-07,8.06843e-07,8.16124e-07,8.20801e-07,8.38099e-07,8.38445e-07,8.56594e-07,8.71238e-07,8.70001e-07,8.75185e-07,8.92261e-07,9.01113e-07,9.08385e-07,9.12997e-07,9.29074e-07,9.44462e-07,9.4558e-07,9.58365e-07,9.73651e-07,9.76687e-07,9.83821e-07,1.00145e-06,1.02044e-06,1.02577e-06,1.05244e-06,1.05939e-06,1.05515e-06,1.08458e-06,1.10377e-06,1.13868e-06,1.14674e-06,1.14591e-06,1.16935e-06,1.18509e-06,1.18356e-06,1.20025e-06,1.2266e-06,1.24727e-06,1.25716e-06,1.26676e-06,1.29959e-06,1.29282e-06,1.31451e-06,1.35284e-06,1.34894e-06,1.39665e-06,1.38409e-06,1.4057e-06,1.42758e-06,1.46899e-06,1.49692e-06,1.53957e-06,1.55418e-06,1.57059e-06,1.59509e-06,1.64094e-06,1.69645e-06,1.65694e-06,1.68685e-06,1.71506e-06,1.74036e-06,1.74723e-06,
fastflow2,4.45433e-07,4.56472e-07,4.66138e-07,4.82973e-07,4.88429e-07,4.97255e-07,5.05685e-07,5.13154e-07,5.19789e-07,5.27686e-07,5.37862e-07,5.45346e-07,5.50208e-07,5.55603e-07,5.6446e-07,5.68994e-07,5.75774e-07,5.8261e-07,5.94434e-07,6.1023e-07,6.13244e-07,6.23289e-07,6.29455e-07,6.43183e-07,6.49713e-07,6.58425e-07,6.70417e-07,6.76822e-07,6.84121e-07,7.04028e-07,7.00251e-07,7.05609e-07,7.15292e-07,7.15106e-07,7.22517e-07,7.23492e-07,7.43145e-07,7.52213e-07,7.70468e-07,7.74599e-07,7.84137e-07,7.92569e-07,8.04907e-07,8.25706e-07,8.30216e-07,8.4738e-07,8.43855e-07,8.4686e-07,8.51054e-07,8.59974e-07,8.71952e-07,8.79588e-07,9.0494e-07,9.12795e-07,9.19509e-07,9.35445e-07,9.49197e-07,9.85502e-07,1.00547e-06,1.01577e-06,1.03767e-06,1.06685e-06,1.0789e-06,1.08475e-06,1.09251e-06,1.10611e-06,1.12227e-06,1.13147e-06,1.15083e-06,1.18112e-06,1.187e-06,1.22398e-06,1.23517e-06,1.286e-06,1.28282e-06,1.32722e-06,1.3703e-06,1.37786e-06,1.38658e-06,1.46969e-06,1.45772e-06,1.4849e-06,1.53645e-06,1.64559e-06,1.65196e-06,1.73142e-06,1.75176e-06,1.79954e-06,1.83234e-06,1.87594e-06,1.87623e-06,1.93627e-06,1.96127e-06,2.02542e-06,2.05407e-06,2.18177e-06,2.21246e-06,2.2575e-06,2.33714e-06,2.37588e-06,
threads4,4.51474e-07,4.61652e-07,4.68309e-07,4.77692e-07,4.82974e-07,4.92164e-07,5.01105e-07,5.13659e-07,5.22799e-07,5.36842e-07,5.42499e-07,5.56686e-07,5.61207e-07,5.6875e-07,5.82561e-07,5.9298e-07,6.04469e-07,6.16591e-07,6.20541e-07,6.27682e-07,6.34774e-07,6.43371e-07,6.51062e-07,6.7455e-07,6.83205e-07,6.97604e-07,7.16773e-07,7.28955e-07,7.30503e-07,7.61343e-07,7.51251e-07,7.7616e-07,7.79807e-07,7.87686e-07,7.94534e-07,8.15578e-07,8.42563e-07,8.47495e-07,8.68034e-07,8.87129e-07,9.0284e-07,9.10317e-07,9.22757e-07,9.33146e-07,9.47749e-07,9.55627e-07,9.75645e-07,9.91945e-07,1.00185e-06,1.01823e-06,1.03853e-06,1.06769e-06,1.06527e-06,1.07661e-06,1.09116e-06,1.10468e-06,1.1195e-06,1.13143e-06,1.1535e-06,1.20273e-06,1.19718e-06,1.2102e-06,1.22404e-06,1.237e-06,1.27288e-06,1.28202e-06,1.309e-06,1.34286e-06,1.37561e-06,1.41806e-06,1.42263e-06,1.45256e-06,1.45341e-06,1.52071e-06,1.54258e-06,1.53558e-06,1.57179e-06,1.6174e-06,1.64172e-06,1.67131e-06,1.69883e-06,1.72743e-06,1.78449e-06,1.78995e-06,1.83517e-06,1.85968e-06,1.91191e-06,1.96262e-06,1.98498e-06,2.0605e-06,2.05776e-06,2.08805e-06,2.09202e-06,2.16298e-06,2.20731e-06,2.23554e-06,2.23652e-06,2.32981e-06,2.40435e-06,2.40997e-06,
fastflow4,4.50254e-07,4.60933e-07,4.76611e-07,4.87252e-07,4.91631e-07,5.01123e-07,5.08773e-07,5.27704e-07,5.3585e-07,5.49428e-07,5.65143e-07,5.64157e-07,5.70744e-07,5.82814e-07,5.91306e-07,5.93317e-07,6.09416e-07,6.11318e-07,6.17427e-07,6.40817e-07,6.48096e-07,6.56755e-07,6.69275e-07,6.78321e-07,6.95551e-07,7.05237e-07,7.09318e-07,7.29324e-07,7.3108e-07,7.36179e-07,7.38035e-07,7.45448e-07,7.56654e-07,7.71254e-07,7.78037e-07,7.8003e-07,7.96611e-07,8.11094e-07,8.11919e-07,8.27706e-07,8.33171e-07,8.48712e-07,8.5955e-07,8.64168e-07,8.6699e-07,8.86863e-07,9.01712e-07,9.17265e-07,9.42062e-07,9.57464e-07,9.86469e-07,1.00107e-06,1.00947e-06,1.03477e-06,1.06328e-06,1.08171e-06,1.11256e-06,1.14998e-06,1.16274e-06,1.18883e-06,1.20163e-06,1.24778e-06,1.25721e-06,1.27333e-06,1.29814e-06,1.32418e-06,1.34603e-06,1.38418e-06,1.38599e-06,1.43488e-06,1.4487e-06,1.47324e-06,1.49786e-06,1.5182e-06,1.54742e-06,1.56096e-06,1.6181e-06,1.63244e-06,1.64992e-06,1.66742e-06,1.74726e-06,1.75259e-06,1.76068e-06,1.82248e-06,1.84022e-06,1.85655e-06,1.89492e-06,1.96995e-06,1.95182e-06,2.03447e-06,2.06055e-06,2.08813e-06,2.11838e-06,2.20626e-06,2.22862e-06,2.35125e-06,2.3391e-06,2.40507e-06,2.44194e-06,2.48826e-06,
threads6,4.50849e-07,4.57034e-07,4.68241e-07,4.80155e-07,4.86945e-07,4.94965e-07,5.0736e-07,5.16843e-07,5.31289e-07,5.36786e-07,5.47997e-07,5.57228e-07,5.77997e-07,5.7867e-07,5.91502e-07,6.00531e-07,6.22546e-07,6.35246e-07,6.47706e-07,6.56423e-07,6.7387e-07,6.78833e-07,6.77545e-07,6.85323e-07,6.95246e-07,7.06686e-07,7.11587e-07,7.3011e-07,7.35318e-07,7.5281e-07,7.62042e-07,7.80836e-07,7.9135e-07,7.99782e-07,8.16931e-07,8.24124e-07,8.38089e-07,8.4904e-07,8.58646e-07,8.80543e-07,8.89525e-07,8.90542e-07,8.98965e-07,9.11189e-07,9.25315e-07,9.46167e-07,9.65253e-07,9.78067e-07,1.00385e-06,1.01104e-06,1.03229e-06,1.04543e-06,1.05941e-06,1.08537e-06,1.0766e-06,1.08348e-06,1.09921e-06,1.14883e-06,1.16459e-06,1.16527e-06,1.19678e-06,1.23206e-06,1.23656e-06,1.25779e-06,1.27928e-06,1.29328e-06,1.29444e-06,1.3199e-06,1.35761e-06,1.36505e-06,1.38963e-06,1.40126e-06,1.42579e-06,1.44567e-06,1.47881e-06,1.5114e-06,1.52691e-06,1.56474e-06,1.58978e-06,1.59271e-06,1.6305e-06,1.63343e-06,1.68323e-06,1.70151e-06,1.72465e-06,1.74569e-06,1.7659e-06,1.78095e-06,1.81389e-06,1.87759e-06,1.90405e-06,1.9048e-06,1.95925e-06,1.96393e-06,2.04431e-06,2.02706e-06,2.08648e-06,2.08646e-06,2.12849e-06,2.15705e-06,
fastflow6,4.48838e-07,4.5534e-07,4.67063e-07,4.76806e-07,4.8703e-07,4.99501e-07,5.06429e-07,5.1229e-07,5.20425e-07,5.28039e-07,5.36068e-07,5.46577e-07,5.49689e-07,5.63085e-07,5.70911e-07,5.75081e-07,5.94887e-07,6.04706e-07,6.13067e-07,6.28132e-07,6.37213e-07,6.34161e-07,6.47273e-07,6.53555e-07,6.68303e-07,6.74591e-07,6.89509e-07,6.99724e-07,6.98964e-07,7.13091e-07,7.1687e-07,7.29972e-07,7.48769e-07,7.48009e-07,7.51966e-07,7.5226e-07,7.60358e-07,7.66924e-07,7.70358e-07,7.80657e-07,7.91326e-07,7.88483e-07,7.97171e-07,8.07855e-07,8.23499e-07,8.32157e-07,8.3037e-07,8.44121e-07,8.63043e-07,8.6086e-07,8.64623e-07,8.70759e-07,8.80148e-07,9.04794e-07,8.99378e-07,9.14121e-07,9.16588e-07,9.32726e-07,9.46078e-07,9.66608e-07,9.54657e-07,9.81095e-07,9.98536e-07,1.00713e-06,1.0343e-06,1.03151e-06,1.04219e-06,1.06896e-06,1.06164e-06,1.07466e-06,1.09276e-06,1.10679e-06,1.11284e-06,1.13118e-06,1.14185e-06,1.1555e-06,1.17518e-06,1.18021e-06,1.20495e-06,1.24115e-06,1.22727e-06,1.24452e-06,1.25018e-06,1.26739e-06,1.29047e-06,1.31776e-06,1.37023e-06,1.4029e-06,1.4003e-06,1.4335e-06,1.44558e-06,1.46679e-06,1.48597e-06,1.50242e-06,1.52141e-06,1.56874e-06,1.57824e-06,1.6075e-06,1.61459e-06,1.62703e-06,
